sku,product.attribute_set,sap_sku,vendor_sku,klikmro_sku,brand,brand_id,name,short_description,description,mfr_no,benefit,features,spesification,searching_related,standard_certificate,type,shipping_method,shipping_package,product.type,stock.is_in_stock,status,visibility,tax_class_id,stock.qty,consignment_stock,delivery,gross_weight,netto_weight,weight_uom,dimension_length,dimension_width,dimension_height,dimension_uom,dimension_unit,volume,category.ids,hierarchy_node,merchandise_category,vendor_id,warranty,sales_uom,pdt,lead_time,item,includes,for_use_with,material,size
A-131,I150091003,,A-131,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-131,GREEN SEAL BANDO 12.7MM A-131,GREEN SEAL BANDO A-131,A-131,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 131 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.399 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4788,0.399,KG,20,20,10,CM,3327.4 X 12.7 X 8 MM,338.06,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-132,I150091003,,A-132,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-132,GREEN SEAL BANDO 12.7MM A-132,GREEN SEAL BANDO A-132,A-132,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 132 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.402 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4824,0.402,KG,20,20,10,CM,3352.8 X 12.7 X 8 MM,340.64,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-133,I150091003,,A-133,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-133,GREEN SEAL BANDO 12.7MM A-133,GREEN SEAL BANDO A-133,A-133,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 133 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.405 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.486,0.405,KG,20,20,10,CM,3378.2 X 12.7 X 8 MM,343.23,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-134,I150091003,,A-134,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-134,GREEN SEAL BANDO 12.7MM A-134,GREEN SEAL BANDO A-134,A-134,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 134 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.408 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4896,0.408,KG,20,20,10,CM,3403.6 X 12.7 X 8 MM,345.81,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-135,I150091003,,A-135,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-135,GREEN SEAL BANDO 12.7MM A-135,GREEN SEAL BANDO A-135,A-135,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 135 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.411 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4932,0.411,KG,20,20,10,CM,3429 X 12.7 X 8 MM,348.39,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-136,I150091003,,A-136,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-136,GREEN SEAL BANDO 12.7MM A-136,GREEN SEAL BANDO A-136,A-136,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 136 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.414 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4968,0.414,KG,20,20,10,CM,3454.4 X 12.7 X 8 MM,350.97,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-137,I150091003,,A-137,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-137,GREEN SEAL BANDO 12.7MM A-137,GREEN SEAL BANDO A-137,A-137,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 137 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.417 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5004,0.417,KG,20,20,10,CM,3479.8 X 12.7 X 8 MM,353.55,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-138,I150091003,,A-138,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-138,GREEN SEAL BANDO 12.7MM A-138,GREEN SEAL BANDO A-138,A-138,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 138 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.42 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.504,0.42,KG,20,20,10,CM,3505.2 X 12.7 X 8 MM,356.13,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-139,I150091003,,A-139,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-139,GREEN SEAL BANDO 12.7MM A-139,GREEN SEAL BANDO A-139,A-139,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 139 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.423 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5076,0.423,KG,20,20,10,CM,3530.6 X 12.7 X 8 MM,358.71,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-140,I150091003,,A-140,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-140,GREEN SEAL BANDO 12.7MM A-140,GREEN SEAL BANDO A-140,A-140,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 140 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.426 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5112,0.426,KG,20,20,10,CM,3556 X 12.7 X 8 MM,361.29,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-141,I150091003,,A-141,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-141,GREEN SEAL BANDO 12.7MM A-141,GREEN SEAL BANDO A-141,A-141,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 141 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.429 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5148,0.429,KG,20,20,10,CM,3581.4 X 12.7 X 8 MM,363.87,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-142,I150091003,,A-142,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-142,GREEN SEAL BANDO 12.7MM A-142,GREEN SEAL BANDO A-142,A-142,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 142 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.432 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5184,0.432,KG,20,20,10,CM,3606.8 X 12.7 X 8 MM,366.45,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-143,I150091003,,A-143,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-143,GREEN SEAL BANDO 12.7MM A-143,GREEN SEAL BANDO A-143,A-143,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 143 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.435 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.522,0.435,KG,20,20,10,CM,3632.2 X 12.7 X 8 MM,369.03,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-144,I150091003,,A-144,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-144,GREEN SEAL BANDO 12.7MM A-144,GREEN SEAL BANDO A-144,A-144,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 144 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.438 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5256,0.438,KG,20,20,10,CM,3657.6 X 12.7 X 8 MM,371.61,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-145,I150091003,,A-145,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-145,GREEN SEAL BANDO 12.7MM A-145,GREEN SEAL BANDO A-145,A-145,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 145 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.441 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5292,0.441,KG,20,20,10,CM,3683 X 12.7 X 8 MM,374.19,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-146,I150091003,,A-146,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-146,GREEN SEAL BANDO 12.7MM A-146,GREEN SEAL BANDO A-146,A-146,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 146 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.445 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.534,0.445,KG,20,20,10,CM,3708.4 X 12.7 X 8 MM,376.77,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-147,I150091003,,A-147,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-147,GREEN SEAL BANDO 12.7MM A-147,GREEN SEAL BANDO A-147,A-147,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 147 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.448 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5376,0.448,KG,20,20,10,CM,3733.8 X 12.7 X 8 MM,379.35,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-148,I150091003,,A-148,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-148,GREEN SEAL BANDO 12.7MM A-148,GREEN SEAL BANDO A-148,A-148,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 148 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.451 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5412,0.451,KG,20,20,10,CM,3759.2 X 12.7 X 8 MM,381.93,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-149,I150091003,,A-149,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-149,GREEN SEAL BANDO 12.7MM A-149,GREEN SEAL BANDO A-149,A-149,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 149 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.454 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5448,0.454,KG,20,20,10,CM,3784.6 X 12.7 X 8 MM,384.52,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-150,I150091003,,A-150,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-150,GREEN SEAL BANDO 12.7MM A-150,GREEN SEAL BANDO A-150,A-150,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 150 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.457 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5484,0.457,KG,20,20,10,CM,3810 X 12.7 X 8 MM,387.1,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-155,I150091003,,A-155,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-155,GREEN SEAL BANDO 12.7MM A-155,GREEN SEAL BANDO A-155,A-155,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 155 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.472 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5664,0.472,KG,20,20,10,CM,3937 X 12.7 X 8 MM,400,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-158,I150091003,,A-158,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-158,GREEN SEAL BANDO 12.7MM A-158,GREEN SEAL BANDO A-158,A-158,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 158 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.481 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5772,0.481,KG,20,20,10,CM,4013.2 X 12.7 X 8 MM,407.74,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-160,I150091003,,A-160,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-160,GREEN SEAL BANDO 12.7MM A-160,GREEN SEAL BANDO A-160,A-160,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 160 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.487 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5844,0.487,KG,20,20,10,CM,4064 X 12.7 X 8 MM,412.9,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-162,I150091003,,A-162,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-162,GREEN SEAL BANDO 12.7MM A-162,GREEN SEAL BANDO A-162,A-162,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 162 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.493 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5916,0.493,KG,20,20,10,CM,4114.8 X 12.7 X 8 MM,418.06,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-17,I150091003,,A-17,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-17,GREEN SEAL BANDO 12.7MM A-17,GREEN SEAL BANDO A-17,A-17,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 17 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.051 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.0612,0.051,KG,20,20,10,CM,431.8 X 12.7 X 8 MM,43.87,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-170,I150091003,,A-170,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-170,GREEN SEAL BANDO 12.7MM A-170,GREEN SEAL BANDO A-170,A-170,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 170 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.518 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.6216,0.518,KG,20,20,10,CM,4318 X 12.7 X 8 MM,438.71,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-174,I150091003,,A-174,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-174,GREEN SEAL BANDO 12.7MM A-174,GREEN SEAL BANDO A-174,A-174,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 174 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.53 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.636,0.53,KG,20,20,10,CM,4419.6 X 12.7 X 8 MM,449.03,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
A-175,I150091003,,A-175,,BANDO,BAND,GREEN SEAL BANDO 12.7MM A-175,GREEN SEAL BANDO 12.7MM A-175,GREEN SEAL BANDO A-175,A-175,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 175 INC
<li> Width 12.7 MM
<li> Height: 8 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 75 MM
<li> Weight: 0.533 KG","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.6396,0.533,KG,20,20,10,CM,4445 X 12.7 X 8 MM,451.61,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,12.7 MM
