sku,brand,name,gross_weight,dimension_length,dimension_width,dimension_height,dimension_uom,volume
1001002787-B-50 (RS),BANDO,RED SEAL BANDO 16.7MM B-50 (RS),0.667,20,20,10,CM,4000
1001002787-B-51 (RS),BANDO,RED SEAL BANDO 16.7MM B-51 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1970,BANDO,SP TYPE BANDO 12.5MM SPA-1970,0.667,20,20,10,CM,4000
1001002787-XPA-2132,BANDO,SP TYPE COG BANDO 13MM XPA-2132,0.667,20,20,10,CM,4000
1001002794-29-064-1-23,STANLEY,PAINT ROLLER COMPLETE 7INC 29-064-1-23,0.546,180,260,70,MM,3276
1001002787-A-83,BANDO,GREEN SEAL BANDO 12.7MM A-83,0.667,20,20,10,CM,4000
1001002794-29-814-1-23,STANLEY,MINI ROLLER 4INC COMPLETE 29-814-1-23,0.544,170,320,60,MM,3264
1001002813-GN-06PKZ,EATON,NPT FEMALE TEE GN-06PKZ,0.462,180,110,140,MM,2772
1001002790-477303 EX,PALAZZOLI,WATERTIGHT STRAIGHT PLUG 477303 EX,0.554,270,111,111,MM,3326.67
1001002794-87-576-3,STANLEY,8 PCS DBL RING SET (6-24 MM) 87-576-3,2.042,35,35,10,CM,12250
1001002813-1JG-08Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-08Z,0.462,180,110,140,MM,2772
1001002813-1B-06-08Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1JT9-08-06SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-08-06SPZ,0.462,180,110,140,MM,2772
1001002787-A-84,BANDO,GREEN SEAL BANDO 12.7MM A-84,0.667,20,20,10,CM,4000
1001002800-3110H-UK7,CHEETAH,ANKLE BOOTS WITH ELASTIC SIDES 7 (UK),1.677,350,230,125,MM,10062.5
1001002787-A-85,BANDO,GREEN SEAL BANDO 12.7MM A-85,0.667,20,20,10,CM,4000
1001002787-A-88 (RS),BANDO,RED SEAL BANDO 12.7MM A-88 (RS),0.667,20,20,10,CM,4000
1001002787-B-53 (RS),BANDO,RED SEAL BANDO 16.7MM B-53 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2000,BANDO,SP TYPE BANDO 12.5MM SPA-2000,0.667,20,20,10,CM,4000
1001002787-SPA-2020,BANDO,SP TYPE BANDO 12.5MM SPA-2020,0.667,20,20,10,CM,4000
1001002787-SPA-2060,BANDO,SP TYPE BANDO 12.5MM SPA-2060,0.667,20,20,10,CM,4000
1001002787-SPA-2062,BANDO,SP TYPE BANDO 12.5MM SPA-2062,0.667,20,20,10,CM,4000
1001002787-XPA-2240,BANDO,SP TYPE COG BANDO 13MM XPA-2240,0.667,20,20,10,CM,4000
1001002813-1JG-10-08Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-10-08Z,0.462,180,110,140,MM,2772
1001002813-1BT-08SPZ,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002794-42-087,STANLEY,DIGITAL ANGLE FINDER 40 CM 42-087,2.033,610,200,100,MM,12200
1001002787-A-86,BANDO,GREEN SEAL BANDO 12.7MM A-86,0.667,20,20,10,CM,4000
1001002813-1B-08Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1BN-08Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1BG-08Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002787-A-87,BANDO,GREEN SEAL BANDO 12.7MM A-87,0.667,20,20,10,CM,4000
1001002813-5N-12-04Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-12-04Z,0.462,180,110,140,MM,2772
1001002787-A-88,BANDO,GREEN SEAL BANDO 12.7MM A-88,0.667,20,20,10,CM,4000
1001002813-4N-12Z,EATON,NPT MALE PLUG 4N-12Z,0.462,180,110,140,MM,2772
1001002787-BX-68,BANDO,MULTIPLE COG BANDO 17MM BX-68,0.667,20,20,10,CM,4000
1001002787-A-90 (RS),BANDO,RED SEAL BANDO 12.7MM A-90 (RS),0.667,20,20,10,CM,4000
1001002787-B-55 (RS),BANDO,RED SEAL BANDO 16.7MM B-55 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2082,BANDO,SP TYPE BANDO 12.5MM SPA-2082,0.667,20,20,10,CM,4000
1001002787-SPA-2120,BANDO,SP TYPE BANDO 12.5MM SPA-2120,0.667,20,20,10,CM,4000
1001002787-SPA-2132,BANDO,SP TYPE BANDO 12.5MM SPA-2132,0.667,20,20,10,CM,4000
1001002787-XPA-2282,BANDO,SP TYPE COG BANDO 13MM XPA-2282,0.667,20,20,10,CM,4000
1001002787-XPA-2307,BANDO,SP TYPE COG BANDO 13MM XPA-2307,0.667,20,20,10,CM,4000
1001002787-A-89,BANDO,GREEN SEAL BANDO 12.7MM A-89,0.667,20,20,10,CM,4000
1001002796-ACE 613 765,OSRAM,OS LED COMFO ACE 613 765,0.700,216,216,90,MM,4199.04
1001002796-ACE 613 830,OSRAM,OS LED COMFO ACE 613 830,0.700,216,216,90,MM,4199.04
1001002796-ACE 619 830,OSRAM,OS LED COMFO ACE 619 830,0.700,216,216,90,MM,4199.04
1001002796-ACE 823 765,OSRAM,OS LED COMFO ACE 823 765,0.700,216,216,90,MM,4199.04
1001002796-ACE 823 830,OSRAM,OS LED COMFO ACE 823 830,0.700,216,216,90,MM,4199.04
1001002794-43-524-20,STANLEY,FATMAX II LEVEL 3 24INC VIAL 43-524-20,1.428,71,190,635,MM,8566.15
1001002826-D26676-B1,DEWALT,PORTABLE PLANER 82MM D26676-B1,3.602,406,228.2,233.28,MM,21613.20538
1001002787-A-90,BANDO,GREEN SEAL BANDO 12.7MM A-90,0.667,20,20,10,CM,4000
1001002790-477426 EX,PALAZZOLI,SPINA MOBILE DIRITTA 3P+N+T 477426 EX,0.773,230,171,118,MM,4640.94
1001002787-A-91,BANDO,GREEN SEAL BANDO 12.7MM A-91,0.667,20,20,10,CM,4000
1001002787-A-92,BANDO,GREEN SEAL BANDO 12.7MM A-92,0.667,20,20,10,CM,4000
1001002787-A-92 (RS),BANDO,RED SEAL BANDO 12.7MM A-92 (RS),0.667,20,20,10,CM,4000
1001002787-A-93 (RS),BANDO,RED SEAL BANDO 12.7MM A-93 (RS),0.667,20,20,10,CM,4000
1001002787-B-56 (RS),BANDO,RED SEAL BANDO 16.7MM B-56 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2200,BANDO,SP TYPE BANDO 12.5MM SPA-2200,0.667,20,20,10,CM,4000
1001002813-1T-12SPZ,EATON,DOUBLE NIPPLE BSPT X BSPT 1T-12SPZ,0.462,180,110,140,MM,2772
1001002813-4J-12Z,EATON,JIC MALE PLUG 4J-12Z,0.462,180,110,140,MM,2772
1001002787-A-93,BANDO,GREEN SEAL BANDO 12.7MM A-93,0.667,20,20,10,CM,4000
1001002794-29-493-1-23,STANLEY,PAINT ROLLER COMPLETE 7INC 29-493-1-23,0.504,180,280,60,MM,3024
1001002813-4O-12Z,EATON,UN-ORING  BOSS PLUG 4O-12Z,0.462,180,110,140,MM,2772
1001002787-A-94,BANDO,GREEN SEAL BANDO 12.7MM A-94,0.667,20,20,10,CM,4000
1001002813-AN-06Z,EATON,NPT MALE TEE AN-06Z,0.462,180,110,140,MM,2772
1001002835-1276697,BOSSARD,CURVED SPRING LOCK WASHER M6 1276697,0.802,225,225,95,MM,4809.375
1001002835-1276700,BOSSARD,CURVED SPRING LOCK WASHER M8 1276700,0.802,225,225,95,MM,4809.375
1001002835-1276719,BOSSARD,CURVED SPRING LOCK WASHER M10 1276719,0.802,225,225,95,MM,4809.375
1001002835-1276727,BOSSARD,CURVED SPRING LOCK WASHER M12 1276727,0.802,225,225,95,MM,4809.375
1001002835-1276751,BOSSARD,CURVED SPRING LOCK WASHER M18 1276751,0.802,225,225,95,MM,4809.375
1001002835-1276778,BOSSARD,CURVED SPRING LOCK WASHER M20 1276778,0.802,225,225,95,MM,4809.375
1001002835-1276794,BOSSARD,CURVED SPRING LOCK WASHER M24 1276794,0.802,225,225,95,MM,4809.375
1001002835-1276921,BOSSARD,WAVED SPRING LOCK WASHER M6 1276921,0.802,225,225,95,MM,4809.375
1001002835-8150680,BOSSARD,RIP-LOCK WASHER MED SERIES M20 8150680,0.802,225,225,95,MM,4809.375
1001002835-1558560,BOSSARD,RIP-LOCK WASHER MED SERIES M8 1558560,0.802,225,225,95,MM,4809.375
1001002835-1558579,BOSSARD,RIP-LOCK WASHER MED SERIES M10 1558579,0.802,225,225,95,MM,4809.375
1001002835-3353163,BOSSARD,RIP-LOCK TOOTHED CONT WASHER M6 3353163,0.802,225,225,95,MM,4809.375
1001002835-3538917,BOSSARD,NORD-LOCK WASHER ADHERED M3 3538917,0.802,225,225,95,MM,4809.375
1001002835-3538918,BOSSARD,NORD-LOCK WASHER ADHERED M3.5 3538918,0.802,225,225,95,MM,4809.375
1001002835-3539045,BOSSARD,NORD-LOCK WASHER ADHERED M3.5 3539045,0.802,225,225,95,MM,4809.375
1001002835-3220542,BOSSARD,NORD-LOCK WASHER ADHERED M4 3220542,0.802,225,225,95,MM,4809.375
1001002835-3539055,BOSSARD,NORD-LOCK WASHER ADHERED M4 3539055,0.802,225,225,95,MM,4809.375
1001002835-3539057,BOSSARD,NORD-LOCK WASHER ADHERED M5 3539057,0.802,225,225,95,MM,4809.375
1001002835-3539058,BOSSARD,NORD-LOCK WASHER ADHERED M6 3539058,0.802,225,225,95,MM,4809.375
1001002835-5518313,BOSSARD,NORD-LOCK WASHER ADHERED M8 5518313,0.802,225,225,95,MM,4809.375
1001002835-3539060,BOSSARD,NORD-LOCK WASHER ADHERED M8 3539060,0.802,225,225,95,MM,4809.375
1001002835-5518314,BOSSARD,NORD-LOCK WASHER ADHERED M10 5518314,0.802,225,225,95,MM,4809.375
1001002835-3539061,BOSSARD,NORD-LOCK WASHER ADHERED M10 3539061,0.802,225,225,95,MM,4809.375
1001002835-5518315,BOSSARD,NORD-LOCK WASHER ADHERED M14 5518315,0.802,225,225,95,MM,4809.375
1001002835-3539065,BOSSARD,NORD-LOCK WASHER ADHERED M14 3539065,0.802,225,225,95,MM,4809.375
1001002835-3539068,BOSSARD,NORD-LOCK WASHER ADHERED M16 3539068,0.802,225,225,95,MM,4809.375
1001002835-5518318,BOSSARD,NORD-LOCK WASHER ADHERED M20 5518318,0.802,225,225,95,MM,4809.375
1001002835-5523828,BOSSARD,NORD-LOCK WASHER ADHERED M30 5523828,0.802,225,225,95,MM,4809.375
1001002835-3539079,BOSSARD,NORD-LOCK WASHER ADHERED M30 3539079,0.802,225,225,95,MM,4809.375
1001002835-1276336,BOSSARD,SPLIT SPRING WASHER FLAT 3/8INC 1276336,0.802,225,225,95,MM,4809.375
1001002835-1276360,BOSSARD,SPLIT SPRING WASHER FLAT 3/4INC 1276360,0.802,225,225,95,MM,4809.375
1001002835-1274988,BOSSARD,SPLIT SPRING WASHER BENT END M3 1274988,0.802,225,225,95,MM,4809.375
1001002835-1275003,BOSSARD,SPLIT SPRING WASHER BENT END M4 1275003,0.802,225,225,95,MM,4809.375
1001002835-1275046,BOSSARD,SPLIT SPRING WASHER BENT END M6 1275046,0.802,225,225,95,MM,4809.375
1001002835-1275178,BOSSARD,SPLIT SPRING WASHER BENT END M3 1275178,0.802,225,225,95,MM,4809.375
1001002835-1275232,BOSSARD,SPLIT SPRING WASHER BENT END M10 1275232,0.802,225,225,95,MM,4809.375
1001002835-1275240,BOSSARD,SPLIT SPRING WASHER BENT END M12 1275240,0.802,225,225,95,MM,4809.375
1001002835-1436937,BOSSARD,SPLIT SPRING WASHER BENT END M14 1436937,0.802,225,225,95,MM,4809.375
1001002835-1275259,BOSSARD,SPLIT SPRING WASHER BENT END M16 1275259,0.802,225,225,95,MM,4809.375
1001002835-1275267,BOSSARD,SPLIT SPRING WASHER BENT END M20 1275267,0.802,225,225,95,MM,4809.375
1001002835-1275402,BOSSARD,SPLIT SPRING WASHER FLAT END M10 1275402,0.802,225,225,95,MM,4809.375
1001002835-1224530,BOSSARD,SPLIT SPRING WASHER FLAT END M30 1224530,0.802,225,225,95,MM,4809.375
1001002835-3454669,BOSSARD,SPLIT SPRING WASHER FLAT END M2 3454669,0.802,225,225,95,MM,4809.375
1001002835-1275623,BOSSARD,SPLIT SPRING WASHER FLAT END M3 1275623,0.802,225,225,95,MM,4809.375
1001002835-1275666,BOSSARD,SPLIT SPRING WASHER FLAT END M5 1275666,0.802,225,225,95,MM,4809.375
1001002835-1275690,BOSSARD,SPLIT SPRING WASHER FLAT END M8 1275690,0.802,225,225,95,MM,4809.375
1001002835-1275704,BOSSARD,SPLIT SPRING WASHER FLAT END M10 1275704,0.802,225,225,95,MM,4809.375
1001002835-1275712,BOSSARD,SPLIT SPRING WASHER FLAT END M12 1275712,0.802,225,225,95,MM,4809.375
1001002835-1275720,BOSSARD,SPLIT SPRING WASHER FLAT END M14 1275720,0.802,225,225,95,MM,4809.375
1001002835-1275739,BOSSARD,SPLIT SPRING WASHER FLAT END M16 1275739,0.802,225,225,95,MM,4809.375
1001002835-1275887,BOSSARD,SPLIT SPRING WASHER FLAT END M3 1275887,0.802,225,225,95,MM,4809.375
1001002835-1275941,BOSSARD,SPLIT SPRING WASHER FLAT END M10 1275941,0.802,225,225,95,MM,4809.375
1001002835-1276018,BOSSARD,SPLIT SPRING WASHER FLAT END M10 1276018,0.802,225,225,95,MM,4809.375
1001002835-1276034,BOSSARD,SPLIT SPRING WASHER FLAT END M14 1276034,0.802,225,225,95,MM,4809.375
1001002835-1144790,BOSSARD,SPLIT SPRING WASHER SCREW M6 1144790,0.802,225,225,95,MM,4809.375
1001002835-1144804,BOSSARD,SPLIT SPRING WASHER SCREW M8 1144804,0.802,225,225,95,MM,4809.375
1001002835-1144839,BOSSARD,SPLIT SPRING WASHER SCREW M16 1144839,0.802,225,225,95,MM,4809.375
1001002835-1277235,BOSSARD,SPLIT SPRING WASHER SCREW M3 1277235,0.802,225,225,95,MM,4809.375
1001002835-1277243,BOSSARD,SPLIT SPRING WASHER SCREW M4 1277243,0.802,225,225,95,MM,4809.375
1001002835-1277251,BOSSARD,SPLIT SPRING WASHER SCREW M5 1277251,0.802,225,225,95,MM,4809.375
1001002835-1277278,BOSSARD,SPLIT SPRING WASHER SCREW M6 1277278,0.802,225,225,95,MM,4809.375
1001002835-1277286,BOSSARD,SPLIT SPRING WASHER SCREW M8 1277286,0.802,225,225,95,MM,4809.375
1001002835-1277294,BOSSARD,SPLIT SPRING WASHER SCREW M10 1277294,0.802,225,225,95,MM,4809.375
1001002835-1277316,BOSSARD,SPLIT SPRING WASHER SCREW M14 1277316,0.802,225,225,95,MM,4809.375
1001002835-1277340,BOSSARD,SPLIT SPRING WASHER SCREW M20 1277340,0.802,225,225,95,MM,4809.375
1001002795-210,ZECA,BATTERY TESTER 210,1.920,400,320,90,MM,11520
1001002787-A-95,BANDO,GREEN SEAL BANDO 12.7MM A-95,0.667,20,20,10,CM,4000
1001002787-B-58 (RS),BANDO,RED SEAL BANDO 16.7MM B-58 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2240,BANDO,SP TYPE BANDO 12.5MM SPA-2240,0.667,20,20,10,CM,4000
1001002787-SPA-2282,BANDO,SP TYPE BANDO 12.5MM SPA-2282,0.667,20,20,10,CM,4000
1001002787-SPA-2300,BANDO,SP TYPE BANDO 12.5MM SPA-2300,0.667,20,20,10,CM,4000
1001002787-XPA-2432,BANDO,SP TYPE COG BANDO 13MM XPA-2432,0.667,20,20,10,CM,4000
1001002787-XPA-2440,BANDO,SP TYPE COG BANDO 13MM XPA-2440,0.667,20,20,10,CM,4000
1001002813-1B-08-12Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-4B-12WDZ,EATON,BSP MALE CAPTIVE SEAL PLUG 4B-12WDZ,0.462,180,110,140,MM,2772
1001002787-A-96,BANDO,GREEN SEAL BANDO 12.7MM A-96,0.667,20,20,10,CM,4000
1001002797-RECESSED 66664 WH 1X18W,PHILIPS,LIGHTS RECESSED 66664 WH 1X18W,0.705,152,152,183,MM,4228.032
1001002797-RECESSED 66664 NK 1X18W,PHILIPS,LIGHTS RECESSED 66664 NK 1X18W,0.705,152,152,183,MM,4228.032
1001002787-A-97,BANDO,GREEN SEAL BANDO 12.7MM A-97,0.667,20,20,10,CM,4000
1001002794-29-278-0-23,STANLEY,RLLR REFL 9INC ACRYLIC GN- 29-278-0-23,0.552,230,120,120,MM,3312
1001002794-29-999-0-23,STANLEY,RLLR REFL 9INC ACRYLIC GN- 29-999-0-23,0.552,230,120,120,MM,3312
1001002794-29-277-0-23,STANLEY,RLLR REFL 9INC ACRYLIC YS- 29-277-0-23,0.552,230,120,120,MM,3312
1001002794-29-279-0-23,STANLEY,RLLR REFL 9INC ACRYLIC YS- 29-279-0-23,0.552,230,120,120,MM,3312
1001002794-29-279-5-23,STANLEY,RLLR REFL 9INC ACRYLIC YS- 29-279-5-23,0.552,230,120,120,MM,3312
1001002794-29-862-0-23,STANLEY,RLLR REFL 9INC MOGLOSS-CAGE 29-862-0-23,0.552,230,120,120,MM,3312
1001002794-29-862-5-23,STANLEY,RLLR REFL 9INC MOGLOSS-CAGE 29-862-5-23,0.552,230,120,120,MM,3312
1001002794-29-276-0-23,STANLEY,RLLR REFL 9INC MOGLOSS-STICK 29-276-0-23,0.552,230,120,120,MM,3312
1001002813-1JG-12-08Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-12-08Z,0.462,180,110,140,MM,2772
1001002813-AJ-08Z,EATON,JIC MALE TEE AJ-08Z,0.462,180,110,140,MM,2772
1001002813-5N-16-12Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-16-12Z,0.462,180,110,140,MM,2772
1001002815-D014,YAMAMOTO,ANGLED THER D100MM X 0 TO 120C X L150MM,0.650,25,13,12,CM,3900
1001002815-D018,YAMAMOTO,ANGLED THER D100MM X 0 TO 150C X L100MM,0.650,25,13,12,CM,3900
1001002815-D024,YAMAMOTO,ANGLED THER D100MM X 0 TO 200C X L200MM,0.650,25,13,12,CM,3900
1001002815-D025,YAMAMOTO,ANGLED THER D100MM X 0 TO 200C X L300MM,0.650,25,13,12,CM,3900
1001002815-D027,YAMAMOTO,ANGLED THER D100MM X 0 TO 300C X L100MM,0.650,25,13,12,CM,3900
1001002835-1250094,BOSSARD,CURVED SPRING WASHER M2.0 1250094 ,1.030,255,255,95,MM,6177.375
1001002835-1254375,BOSSARD,CONICAL SPRING WASHER M2.5 1254375 ,1.030,255,255,95,MM,6177.375
1001002835-1004166,BOSSARD,HEX SOC HEAD CAP SCREW M5x30 1004166,1.030,255,255,95,MM,6177.375
1001002835-3054704,BOSSARD,HEX SOC HEAD CAP SCREW M5x35 3054704,1.030,255,255,95,MM,6177.375
1001002835-1004344,BOSSARD,HEX SOC HEAD CAP SCREW M6x22 1004344,1.030,255,255,95,MM,6177.375
1001002835-1004395,BOSSARD,HEX SOC HEAD CAP SCREW M6x40 1004395,1.030,255,255,95,MM,6177.375
1001002835-1004409,BOSSARD,HEX SOC HEAD CAP SCREW M6x45 1004409,1.030,255,255,95,MM,6177.375
1001002835-3060480,BOSSARD,hexagon head locking screw M10x30 3060480 ,1.030,255,255,95,MM,6177.375
1001002835-3104621,BOSSARD,hexagon head locking screw M10x40 3104621 ,1.030,255,255,95,MM,6177.375
1001002835-3060488,BOSSARD,hexagon head locking screw M16x30 3060488 ,1.030,255,255,95,MM,6177.375
1001002835-3060489,BOSSARD,hexagon head locking screw M16x35 3060489 ,1.030,255,255,95,MM,6177.375
1001002835-3060491,BOSSARD,hexagon head locking screw M16x40 3060491 ,1.030,255,255,95,MM,6177.375
1001002835-8054002,BOSSARD,RIP LOCK M4 8054002,1.030,255,255,95,MM,6177.375
1001002835-8031185,BOSSARD,FLAT WASHER M3 8031185 ,1.030,255,255,95,MM,6177.375
1001002835-1253522,BOSSARD,HELICAL SPRING LOCK WASHER M2 1253522,1.030,255,255,95,MM,6177.375
1001002835-1253565,BOSSARD,HELICAL SPRING LOCK WASHER M3 1253565,1.030,255,255,95,MM,6177.375
1001002835-1073311,BOSSARD,CURVED SPRING LOCK WASHER M2.5 1073311 ,1.030,255,255,95,MM,6177.375
1001002835-3062114,BOSSARD,HELICAL SPRING LOCK WASHER M4 3062114 ,1.030,255,255,95,MM,6177.375
1001002835-1116789,BOSSARD,HELICAL SPRING LOCK WASHER M3 1116789 ,1.030,255,255,95,MM,6177.375
1001002835-2064138,BOSSARD,LOCK WASHER M4 2064138 ,1.030,255,255,95,MM,6177.375
1001002835-3221369,BOSSARD,LOCK WASHER M3 3221369 ,1.030,255,255,95,MM,6177.375
1001002787-A-98,BANDO,GREEN SEAL BANDO 12.7MM A-98,0.667,20,20,10,CM,4000
1001002796-7000041706,3M,SMART SPONGE 15X10X5CM PNC01,0.332,180,130,85,MM,1989
1001002787-B-60 (RS),BANDO,RED SEAL BANDO 16.7MM B-60 (RS),0.667,20,20,10,CM,4000
1001002787-B-61 (RS),BANDO,RED SEAL BANDO 16.7MM B-61 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2360,BANDO,SP TYPE BANDO 12.5MM SPA-2360,0.667,20,20,10,CM,4000
1001002787-SPA-2372,BANDO,SP TYPE BANDO 12.5MM SPA-2372,0.667,20,20,10,CM,4000
1001002787-SPB-1250,BANDO,SP TYPE BANDO 16MM SPB-1250,0.667,20,20,10,CM,4000
1001002787-XPA-2500,BANDO,SP TYPE COG BANDO 13MM XPA-2500,0.667,20,20,10,CM,4000
1001002800-4007H-EUR35,CHEETAH,WOMEN LOW CUT LACE UP SHOES 35 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4008H-EUR35,CHEETAH,WOMEN LOW CUT SHOES ADJ STRAP 35 (EUR),1.436,350,197,125,MM,8618.75
1001000368-ET-POP6A-R,GETRA,POPCORN MACHINE 1350W ET-POP6A-R,29.106,54,42,77,CM,174636
1001002813-1BT-12SPZ,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1JT9-08SPZ,EATON,DOUBLE NIPPLE EL90 JIC X BSPT 1JT9-08SPZ,0.462,180,110,140,MM,2772
1001002813-7N9-06Z,EATON,SOCKET EL 90 NPT FML X NPT FML 7N9-06Z,0.462,180,110,140,MM,2772
1001002787-A-99,BANDO,GREEN SEAL BANDO 12.7MM A-99,0.667,20,20,10,CM,4000
1001002813-1BN-12Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1B-12Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1JT9-10-08SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-10-08SPZ,0.462,180,110,140,MM,2772
1001002794-42-465-20,STANLEY,LEVEL TORPEDO 9INC MAGNETIC 42-465-20,0.466,310,127,71,MM,2795.27
1001002796-7000119967,3M,WOOL COMPOUNDING PAD 9 INCH 5753,0.783,268.76,268.76,65,MM,4695.075944
1001002796-7100059668,3M,MOTO WIPE MICROFIBER CLOTH 32X21CM,0.470,350,240,33.6,MM,2822.4
1001002787-A-100,BANDO,GREEN SEAL BANDO 12.7MM A-100,0.667,20,20,10,CM,4000
1001002801-MVSC-220-5B8,MINDMAN,MANIFOLD FOR 220 4WAY 8 POST,0.705,221,207 ,92.5,MM,4231.5975
1001002787-A-101,BANDO,GREEN SEAL BANDO 12.7MM A-101,0.667,20,20,10,CM,4000
1001002800-3110H-UK8,CHEETAH,ANKLE BOOTS WITH ELASTIC SIDES 8 (UK),1.677,350,230,125,MM,10062.5
1001002794-21-103-5-11,STANLEY,SURFORM PLANE 10INC 21-103-5-11,0.395,169,260,54,MM,2372.76
1001002787-A-102,BANDO,GREEN SEAL BANDO 12.7MM A-102,0.667,20,20,10,CM,4000
1001002787-B-62 (RS),BANDO,RED SEAL BANDO 16.7MM B-62 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2390,BANDO,SP TYPE BANDO 12.5MM SPA-2390,0.667,20,20,10,CM,4000
1001002787-SPA-2432,BANDO,SP TYPE BANDO 12.5MM SPA-2432,0.667,20,20,10,CM,4000
1001002787-SPB-1320,BANDO,SP TYPE BANDO 16MM SPB-1320,0.667,20,20,10,CM,4000
1001002787-XPA-2662,BANDO,SP TYPE COG BANDO 13MM XPA-2662,0.667,20,20,10,CM,4000
1001002813-1BG-12Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002787-A-103,BANDO,GREEN SEAL BANDO 12.7MM A-103,0.667,20,20,10,CM,4000
1001002855-1450944,FESTO,MOTOR CABLE NEBM-S1W15-E-2.5-Q7-LE6,0.530,170,170,110,MM,3179
1001002855-1451587,FESTO,ENCODER CABLE NEBM-M12G8-E-2.5-LE8,0.530,170,170,110,MM,3179
1001002813-1J9-10Z,EATON,DOUBLE NIPPLE EL90 JIC X JIC 1J9-10Z,0.462,180,110,140,MM,2772
1001002813-7N-08Z,EATON,NPT FEMALE X NPT FEMALE 7N-08Z,0.462,180,110,140,MM,2772
1001002787-A-104,BANDO,GREEN SEAL BANDO 12.7MM A-104,0.667,20,20,10,CM,4000
1001002794-46-143-23,STANLEY,COMB SQ METRIC 11-13/16 INC 46-143-23,0.525,600,210,25,MM,3150
1001002787-A-105,BANDO,GREEN SEAL BANDO 12.7MM A-105,0.667,20,20,10,CM,4000
1001002787-C-35,BANDO,GREEN SEAL BANDO 22.2MM C-35,0.667,20,20,10,CM,4000
1001002787-C-36,BANDO,GREEN SEAL BANDO 22.2MM C-36,0.667,20,20,10,CM,4000
1001002787-B-64 (RS),BANDO,RED SEAL BANDO 16.7MM B-64 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2482,BANDO,SP TYPE BANDO 12.5MM SPA-2482,0.667,20,20,10,CM,4000
1001002787-SPA-2500,BANDO,SP TYPE BANDO 12.5MM SPA-2500,0.667,20,20,10,CM,4000
1001002787-SPA-2532,BANDO,SP TYPE BANDO 12.5MM SPA-2532,0.667,20,20,10,CM,4000
1001002813-1BG-08-12Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1JG9-06-08-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-06-08OG,0.462,180,110,140,MM,2772
1001002797-SITRANG 5W CDL,PHILIPS,SITRANG 5W CDL,0.400,100,150,160,MM,2400
1001002797-SITRANG 23W CDL,PHILIPS,SITRANG 23W CDL,0.400,100,150,160,MM,2400
1001002787-A-106,BANDO,GREEN SEAL BANDO 12.7MM A-106,0.667,20,20,10,CM,4000
1001002794-20-026-22,STANLEY,SAW CROSSCUT 26INC X 7T/8P 20-026-22,0.977,670,250,35,MM,5862.5
1001002794-29-259-5-23,STANLEY,ROLLER REFILL 7INC ACRYLIC 29-259-5-23,0.432,180,120,120,MM,2592
1001002794-29-259-0-23,STANLEY,RLLR REFL 7INC ACRYLIC YS- 29-259-0-23,0.432,180,120,120,MM,2592
1001002797-SON 250W,PHILIPS,LIGHT BULBS SON 250W,0.474,257,158,70,MM,2842.42
1001002797-SON-T 250W,PHILIPS,LIGHT BULBS SON-T 250W,0.474,257,158,70,MM,2842.42
1001002787-A-107,BANDO,GREEN SEAL BANDO 12.7MM A-107,0.667,20,20,10,CM,4000
1001002794-66-180-81,STANLEY,S/DVR 100+ 1008-10 CAB 66-180-81,0.380,401.32,86,66.04,MM,2279.272861
1001002787-A-108,BANDO,GREEN SEAL BANDO 12.7MM A-108,0.667,20,20,10,CM,4000
1001002787-C-37,BANDO,GREEN SEAL BANDO 22.2MM C-37,0.667,20,20,10,CM,4000
